user_id,top_contributors
529,"['workout_duration', 'active_energy', 'sleep_duration']"
530,"['active_energy', 'workout_duration', 'steps']"
531,"['workout_duration', 'active_energy', 'exercise_time']"
532,"['workout_duration', 'avg_hr', 'active_energy']"
533,"['workout_duration', 'avg_hr', 'sleep_duration']"
534,"['workout_duration', 'active_energy', 'avg_hr']"
535,"['workout_duration', 'resting_hr', 'active_energy']"
536,"['workout_duration', 'resting_hr', 'active_energy']"
537,"['workout_duration', 'distance', 'active_energy']"
538,"['active_energy', 'workout_duration', 'avg_hr']"
539,"['workout_duration', 'avg_hr', 'active_energy']"
540,"['workout_duration', 'exercise_time', 'active_energy']"
541,"['workout_duration', 'active_energy', 'sleep_duration']"
542,"['active_energy', 'avg_hr', 'workout_duration']"
543,"['active_energy', 'workout_duration', 'avg_hr']"
544,"['workout_duration', 'active_energy', 'resting_hr']"
545,"['active_energy', 'avg_hr', 'workout_duration']"
546,"['active_energy', 'workout_duration', 'resting_hr']"
547,"['workout_duration', 'avg_hr', 'resting_hr']"
548,"['workout_duration', 'active_energy', 'avg_hr']"
549,"['workout_duration', 'avg_hr', 'sleep_duration']"
550,"['workout_duration', 'active_energy', 'exercise_time']"
551,"['workout_duration', 'avg_hr', 'active_energy']"
552,"['distance', 'workout_duration', 'active_energy']"
553,"['workout_duration', 'active_energy', 'avg_hr']"
554,"['workout_duration', 'active_energy', 'sleep_duration']"
555,"['active_energy', 'workout_duration', 'avg_hr']"
556,"['active_energy', 'workout_duration', 'resting_hr']"
557,"['workout_duration', 'active_energy', 'resting_hr']"
558,"['workout_duration', 'active_energy', 'resting_hr']"
559,"['workout_duration', 'avg_hr', 'active_energy']"
560,"['workout_duration', 'avg_hr', 'distance']"
561,"['workout_duration', 'active_energy', 'avg_hr']"
562,"['workout_duration', 'distance', 'avg_hr']"
563,"['workout_duration', 'steps', 'resting_hr']"
564,"['workout_duration', 'active_energy', 'exercise_time']"
565,"['workout_duration', 'active_energy', 'avg_hr']"
566,"['avg_hr', 'workout_duration', 'active_energy']"
567,"['workout_duration', 'avg_hr', 'active_energy']"
568,"['workout_duration', 'avg_hr', 'exercise_time']"
569,"['workout_duration', 'active_energy', 'exercise_time']"
570,"['workout_duration', 'avg_hr', 'active_energy']"
571,"['workout_duration', 'steps', 'active_energy']"
572,"['workout_duration', 'active_energy', 'exercise_time']"
573,"['avg_hr', 'active_energy', 'workout_duration']"
574,"['workout_duration', 'avg_hr', 'exercise_time']"
575,"['workout_duration', 'active_energy', 'exercise_time']"
576,"['workout_duration', 'active_energy', 'avg_hr']"
577,"['workout_duration', 'exercise_time', 'avg_hr']"
578,"['workout_duration', 'avg_hr', 'active_energy']"
579,"['workout_duration', 'active_energy', 'steps']"
580,"['resting_hr', 'workout_duration', 'active_energy']"
581,"['avg_hr', 'workout_duration', 'resting_hr']"
582,"['workout_duration', 'active_energy', 'distance']"
583,"['sleep_duration', 'avg_hr', 'active_energy']"
584,"['workout_duration', 'active_energy', 'steps']"
585,"['workout_duration', 'active_energy', 'resting_hr']"
586,"['active_energy', 'workout_duration', 'avg_hr']"
587,"['active_energy', 'workout_duration', 'exercise_time']"
588,"['workout_duration', 'steps', 'avg_hr']"
589,"['workout_duration', 'active_energy', 'resting_hr']"
590,"['workout_duration', 'active_energy', 'steps']"
591,"['workout_duration', 'active_energy', 'sleep_duration']"
592,"['workout_duration', 'avg_hr', 'resting_hr']"
593,"['avg_hr', 'workout_duration', 'active_energy']"
594,"['active_energy', 'sleep_duration', 'resting_hr']"
595,"['workout_duration', 'resting_hr', 'avg_hr']"
596,"['active_energy', 'workout_duration', 'resting_hr']"
597,"['workout_duration', 'active_energy', 'avg_hr']"
598,"['avg_hr', 'workout_duration', 'sleep_duration']"
599,"['active_energy', 'workout_duration', 'sleep_duration']"
600,"['active_energy', 'workout_duration', 'avg_hr']"
601,"['active_energy', 'workout_duration', 'avg_hr']"
602,"['avg_hr', 'workout_duration', 'resting_hr']"
603,"['workout_duration', 'active_energy', 'sleep_duration']"
604,"['active_energy', 'workout_duration', 'avg_hr']"
605,"['workout_duration', 'active_energy', 'avg_hr']"
606,"['workout_duration', 'steps', 'active_energy']"
607,"['workout_duration', 'avg_hr', 'distance']"
608,"['workout_duration', 'avg_hr', 'active_energy']"
609,"['workout_duration', 'active_energy', 'avg_hr']"
610,"['workout_duration', 'active_energy', 'resting_hr']"
611,"['workout_duration', 'active_energy', 'avg_hr']"
612,"['avg_hr', 'workout_duration', 'active_energy']"
613,"['workout_duration', 'active_energy', 'exercise_time']"
614,"['workout_duration', 'active_energy', 'avg_hr']"
615,"['workout_duration', 'resting_hr', 'steps']"
616,"['active_energy', 'workout_duration', 'sleep_duration']"
617,"['avg_hr', 'workout_duration', 'sleep_duration']"
618,"['workout_duration', 'distance', 'resting_hr']"
619,"['workout_duration', 'active_energy', 'resting_hr']"
620,"['workout_duration', 'active_energy', 'avg_hr']"
621,"['active_energy', 'exercise_time', 'resting_hr']"
622,"['workout_duration', 'active_energy', 'sleep_duration']"
623,"['active_energy', 'workout_duration', 'avg_hr']"
624,"['workout_duration', 'active_energy', 'distance']"
625,"['workout_duration', 'active_energy', 'steps']"
626,"['workout_duration', 'active_energy', 'resting_hr']"
627,"['workout_duration', 'distance', 'sleep_duration']"
628,"['workout_duration', 'avg_hr', 'exercise_time']"
629,"['active_energy', 'workout_duration', 'sleep_duration']"
630,"['active_energy', 'avg_hr', 'workout_duration']"
631,"['workout_duration', 'active_energy', 'steps']"
632,"['workout_duration', 'active_energy', 'resting_hr']"
633,"['active_energy', 'workout_duration', 'avg_hr']"
634,"['workout_duration', 'active_energy', 'distance']"
635,"['workout_duration', 'active_energy', 'avg_hr']"
636,"['workout_duration', 'active_energy', 'steps']"
637,"['active_energy', 'workout_duration', 'sleep_duration']"
638,"['avg_hr', 'workout_duration', 'active_energy']"
639,"['active_energy', 'workout_duration', 'avg_hr']"
640,"['workout_duration', 'steps', 'active_energy']"
641,"['workout_duration', 'avg_hr', 'active_energy']"
642,"['active_energy', 'workout_duration', 'resting_hr']"
643,"['active_energy', 'resting_hr', 'sleep_duration']"
644,"['workout_duration', 'active_energy', 'steps']"
645,"['workout_duration', 'avg_hr', 'active_energy']"
646,"['workout_duration', 'active_energy', 'resting_hr']"
647,"['active_energy', 'avg_hr', 'workout_duration']"
648,"['workout_duration', 'active_energy', 'avg_hr']"
649,"['workout_duration', 'active_energy', 'avg_hr']"
650,"['workout_duration', 'sleep_duration', 'avg_hr']"
651,"['workout_duration', 'active_energy', 'avg_hr']"
652,"['workout_duration', 'sleep_duration', 'exercise_time']"
653,"['workout_duration', 'active_energy', 'distance']"
654,"['workout_duration', 'distance', 'sleep_duration']"
655,"['workout_duration', 'active_energy', 'resting_hr']"
656,"['distance', 'steps', 'workout_duration']"
657,"['workout_duration', 'active_energy', 'avg_hr']"
658,"['workout_duration', 'active_energy', 'exercise_time']"
659,"['workout_duration', 'active_energy', 'avg_hr']"
660,"['workout_duration', 'avg_hr', 'active_energy']"
661,"['workout_duration', 'avg_hr', 'active_energy']"
662,"['active_energy', 'resting_hr', 'workout_duration']"
663,"['workout_duration', 'avg_hr', 'active_energy']"
664,"['active_energy', 'workout_duration', 'sleep_duration']"
665,"['workout_duration', 'active_energy', 'steps']"
666,"['workout_duration', 'sleep_duration', 'active_energy']"
667,"['workout_duration', 'active_energy', 'steps']"
668,"['workout_duration', 'active_energy', 'exercise_time']"
669,"['active_energy', 'workout_duration', 'avg_hr']"
670,"['active_energy', 'resting_hr', 'avg_hr']"
671,"['active_energy', 'workout_duration', 'avg_hr']"
672,"['active_energy', 'workout_duration', 'resting_hr']"
673,"['avg_hr', 'workout_duration', 'active_energy']"
674,"['active_energy', 'workout_duration', 'exercise_time']"
675,"['active_energy', 'exercise_time', 'workout_duration']"
676,"['workout_duration', 'avg_hr', 'sleep_duration']"
677,"['workout_duration', 'active_energy', 'exercise_time']"
678,"['workout_duration', 'resting_hr', 'steps']"
679,"['workout_duration', 'distance', 'active_energy']"
680,"['workout_duration', 'active_energy', 'avg_hr']"
681,"['workout_duration', 'active_energy', 'exercise_time']"
682,"['active_energy', 'avg_hr', 'workout_duration']"
683,"['workout_duration', 'active_energy', 'avg_hr']"
684,"['active_energy', 'distance', 'sleep_duration']"
685,"['active_energy', 'resting_hr', 'workout_duration']"
686,"['workout_duration', 'distance', 'resting_hr']"
687,"['workout_duration', 'active_energy', 'sleep_duration']"
688,"['workout_duration', 'steps', 'active_energy']"
689,"['workout_duration', 'active_energy', 'steps']"
690,"['workout_duration', 'active_energy', 'avg_hr']"
691,"['workout_duration', 'avg_hr', 'sleep_duration']"
692,"['workout_duration', 'steps', 'active_energy']"
693,"['active_energy', 'workout_duration', 'avg_hr']"
694,"['active_energy', 'workout_duration', 'resting_hr']"
695,"['workout_duration', 'active_energy', 'avg_hr']"
696,"['active_energy', 'workout_duration', 'resting_hr']"
697,"['workout_duration', 'exercise_time', 'avg_hr']"
698,"['workout_duration', 'avg_hr', 'active_energy']"
699,"['active_energy', 'workout_duration', 'resting_hr']"
700,"['active_energy', 'workout_duration', 'steps']"
701,"['workout_duration', 'active_energy', 'exercise_time']"
702,"['workout_duration', 'active_energy', 'resting_hr']"
703,"['workout_duration', 'active_energy', 'distance']"
704,"['workout_duration', 'active_energy', 'exercise_time']"
705,"['active_energy', 'workout_duration', 'sleep_duration']"
706,"['workout_duration', 'active_energy', 'sleep_duration']"
707,"['active_energy', 'workout_duration', 'exercise_time']"
708,"['workout_duration', 'avg_hr', 'sleep_duration']"
709,"['workout_duration', 'active_energy', 'sleep_duration']"
710,"['active_energy', 'workout_duration', 'avg_hr']"
711,"['workout_duration', 'active_energy', 'steps']"
712,"['workout_duration', 'active_energy', 'avg_hr']"
713,"['active_energy', 'steps', 'avg_hr']"
714,"['workout_duration', 'avg_hr', 'active_energy']"
715,"['workout_duration', 'active_energy', 'avg_hr']"
716,"['workout_duration', 'sleep_duration', 'avg_hr']"
717,"['steps', 'avg_hr', 'workout_duration']"
718,"['active_energy', 'workout_duration', 'avg_hr']"
719,"['active_energy', 'workout_duration', 'avg_hr']"
720,"['active_energy', 'workout_duration', 'avg_hr']"
721,"['workout_duration', 'active_energy', 'distance']"
722,"['active_energy', 'avg_hr', 'workout_duration']"
723,"['active_energy', 'workout_duration', 'avg_hr']"
724,"['workout_duration', 'active_energy', 'exercise_time']"
725,"['workout_duration', 'resting_hr', 'steps']"
726,"['workout_duration', 'active_energy', 'avg_hr']"
727,"['active_energy', 'workout_duration', 'resting_hr']"
728,"['workout_duration', 'avg_hr', 'active_energy']"
729,"['avg_hr', 'workout_duration', 'sleep_duration']"
730,"['active_energy', 'workout_duration', 'exercise_time']"
731,"['workout_duration', 'active_energy', 'exercise_time']"
732,"['workout_duration', 'active_energy', 'avg_hr']"
733,"['workout_duration', 'avg_hr', 'sleep_duration']"
734,"['active_energy', 'workout_duration', 'avg_hr']"
735,"['workout_duration', 'resting_hr', 'active_energy']"
736,"['workout_duration', 'avg_hr', 'distance']"
737,"['workout_duration', 'avg_hr', 'sleep_duration']"
738,"['active_energy', 'avg_hr', 'workout_duration']"
739,"['workout_duration', 'active_energy', 'steps']"
740,"['workout_duration', 'active_energy', 'distance']"
741,"['active_energy', 'workout_duration', 'exercise_time']"
742,"['active_energy', 'workout_duration', 'steps']"
743,"['workout_duration', 'exercise_time', 'active_energy']"
744,"['workout_duration', 'distance', 'avg_hr']"
745,"['active_energy', 'workout_duration', 'exercise_time']"
746,"['workout_duration', 'avg_hr', 'steps']"
747,"['workout_duration', 'active_energy', 'avg_hr']"
748,"['workout_duration', 'avg_hr', 'active_energy']"
749,"['workout_duration', 'active_energy', 'resting_hr']"
750,"['workout_duration', 'active_energy', 'avg_hr']"
751,"['workout_duration', 'avg_hr', 'active_energy']"
752,"['workout_duration', 'active_energy', 'sleep_duration']"
753,"['active_energy', 'workout_duration', 'resting_hr']"
754,"['workout_duration', 'active_energy', 'sleep_duration']"
755,"['workout_duration', 'steps', 'exercise_time']"
756,"['workout_duration', 'active_energy', 'avg_hr']"
757,"['active_energy', 'workout_duration', 'avg_hr']"
758,"['workout_duration', 'exercise_time', 'active_energy']"
759,"['workout_duration', 'sleep_duration', 'distance']"
760,"['avg_hr', 'workout_duration', 'active_energy']"
761,"['workout_duration', 'active_energy', 'avg_hr']"
762,"['workout_duration', 'avg_hr', 'active_energy']"
763,"['workout_duration', 'resting_hr', 'active_energy']"
764,"['resting_hr', 'active_energy', 'workout_duration']"
765,"['workout_duration', 'avg_hr', 'active_energy']"
766,"['workout_duration', 'active_energy', 'exercise_time']"
767,"['workout_duration', 'active_energy', 'sleep_duration']"
768,"['workout_duration', 'avg_hr', 'distance']"
769,"['active_energy', 'workout_duration', 'exercise_time']"
770,"['workout_duration', 'active_energy', 'distance']"
771,"['workout_duration', 'avg_hr', 'steps']"
772,"['active_energy', 'workout_duration', 'distance']"
773,"['workout_duration', 'active_energy', 'steps']"
774,"['workout_duration', 'exercise_time', 'distance']"
775,"['workout_duration', 'active_energy', 'avg_hr']"
776,"['active_energy', 'workout_duration', 'steps']"
777,"['workout_duration', 'sleep_duration', 'active_energy']"
778,"['workout_duration', 'active_energy', 'steps']"
779,"['resting_hr', 'avg_hr', 'workout_duration']"
780,"['workout_duration', 'avg_hr', 'active_energy']"
781,"['workout_duration', 'active_energy', 'avg_hr']"
782,"['workout_duration', 'active_energy', 'exercise_time']"
783,"['workout_duration', 'avg_hr', 'steps']"
784,"['distance', 'steps', 'workout_duration']"
785,"['workout_duration', 'active_energy', 'resting_hr']"
786,"['avg_hr', 'active_energy', 'workout_duration']"
787,"['active_energy', 'steps', 'exercise_time']"
788,"['workout_duration', 'active_energy', 'steps']"
789,"['workout_duration', 'avg_hr', 'active_energy']"
790,"['active_energy', 'workout_duration', 'avg_hr']"
791,"['workout_duration', 'active_energy', 'sleep_duration']"
792,"['workout_duration', 'exercise_time', 'resting_hr']"
793,"['active_energy', 'steps', 'workout_duration']"
794,"['avg_hr', 'active_energy', 'resting_hr']"
795,"['workout_duration', 'active_energy', 'distance']"
796,"['avg_hr', 'steps', 'active_energy']"
797,"['workout_duration', 'sleep_duration', 'resting_hr']"
798,"['workout_duration', 'avg_hr', 'active_energy']"
799,"['avg_hr', 'resting_hr', 'workout_duration']"
800,"['workout_duration', 'active_energy', 'avg_hr']"
801,"['workout_duration', 'avg_hr', 'sleep_duration']"
802,"['workout_duration', 'active_energy', 'steps']"
803,"['workout_duration', 'exercise_time', 'steps']"
804,"['workout_duration', 'steps', 'sleep_duration']"
805,"['active_energy', 'avg_hr', 'workout_duration']"
806,"['active_energy', 'avg_hr', 'workout_duration']"
807,"['workout_duration', 'resting_hr', 'distance']"
808,"['workout_duration', 'active_energy', 'avg_hr']"
809,"['workout_duration', 'avg_hr', 'active_energy']"
810,"['avg_hr', 'workout_duration', 'active_energy']"
811,"['active_energy', 'workout_duration', 'exercise_time']"
812,"['workout_duration', 'exercise_time', 'active_energy']"
813,"['workout_duration', 'active_energy', 'steps']"
814,"['workout_duration', 'active_energy', 'avg_hr']"
815,"['active_energy', 'workout_duration', 'avg_hr']"
